Name,Platform,Publisher,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Year,Genre
Pokémon Dash,DS,Nintendo  ,5.3,,0.21,0.14,0.38,0.04,0.77,2005,Racing
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,Sega  ,7.7,,0.37,0.32,,0.07,0.77,2010,Racing
My Baby Girl,DS,SouthPeak Interactive  ,,,0.61,0.09,,0.06,0.76,2008,Simulation
Lego Marvel Super Heroes,WiiU,Warner Bros. Interactive Entertainment  ,,,0.31,0.36,0.03,0.06,0.76,2013,Action
FIFA Soccer 12,Wii,EA Sports  ,,,0.15,0.51,,0.1,0.76,2011,Sports
Cabela's Deer Hunt: 2004 Season,PS2,Activision  ,,,0.37,0.29,,0.1,0.76,2003,Sports
Sonic Unleashed,PS2,Sega  ,7,,0.37,0.04,,0.36,0.76,2008,Platform
Formula 1,PS,Sony Computer Entertainment  ,,,0.18,0.12,0.42,0.05,0.76,1996,Racing
Resident Evil: Revelations,PS3,Capcom  ,7.6,,0.14,0.32,0.22,0.09,0.76,2013,Action
Pro Evolution Soccer 2015,PS4,Konami Digital Entertainment  ,,,0.09,0.45,0.12,0.1,0.76,2014,Sports
Banjo-Kazooie: Nuts & Bolts,X360,Microsoft Game Studios  ,8,,0.32,0.35,0,0.08,0.76,2008,Platform
Driv3r,XB,Atari  ,,,0.36,0.38,,0.03,0.76,2004,Racing
Mercenaries: Playground of Destruction,PS2,LucasArts  ,,,0.64,0.02,,0.1,0.76,2005,Action
MTV Celebrity Deathmatch,PS2,Gotham Games  ,,,0.37,0.29,,0.1,0.76,2003,Fighting
Street Fighter Alpha: Warriors' Dreams,PS,Capcom  ,,,0.17,0.11,0.43,0.05,0.76,1995,Fighting
ISS Pro Evolution,PS,Konami  ,,,,,0.71,0.05,0.76,2000,Sports
Just Dance 2019,NS,Ubisoft  ,,,0.43,0.26,,0.07,0.76,2018,Music
Band Hero,PS3,Activision  ,7.6,,0.41,0.23,,0.12,0.76,2009,Misc
Duke Nukem Forever,PS3,2K Games  ,4.4,,0.33,0.31,,0.11,0.76,2011,Shooter
Final Fantasy II,NES,Square  ,,,,,0.76,,0.76,1988,Role-Playing
Tony Hawk's Pro Skater 2,N64,Activision  ,8.5,,0.59,0.16,,0.01,0.76,2001,Sports
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,Namco  ,,,,,0.76,,0.76,2002,Misc
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,Capcom  ,,,0.09,0.03,0.62,0.02,0.76,2006,Role-Playing
Toy Story 3: The Video Game,X360,Disney Interactive Studios  ,7.5,,0.41,0.27,,0.07,0.76,2010,Action
Just Dance 2018,NS,Ubisoft  ,8,,0.3,0.4,,0.06,0.76,2017,Music
Syphon Filter: The Omega Strain,PS2,Sony Computer Entertainment  ,,,0.37,0.29,,0.1,0.76,2004,Shooter
FIFA Soccer 11,PS2,EA Sports  ,,,0.11,0.29,,0.36,0.76,2010,Sports
PokéPark 2: Wonders Beyond,Wii,Nintendo  ,6.5,,0.26,0.19,0.27,0.04,0.76,2012,Action-Adventure
Mortal Kombat: Deception,XB,Midway Games  ,7.4,,0.61,0.12,,0.03,0.76,2004,Fighting
That's So Raven,GBA,Buena Vista  ,,,0.54,0.2,,0.01,0.76,2004,Adventure
Marvel vs. Capcom 2,PS2,Capcom  ,8.2,,0.31,0.24,0.13,0.08,0.76,2002,Fighting
Assassin's Creed: Revelations,PC,Ubisoft  ,,,0.16,0.49,,0.11,0.76,2011,Action
Harry Potter and the Half-Blood Prince,Wii,Electronic Arts  ,6,3.8,0.28,0.4,,0.08,0.76,2009,Action
Lost Planet 2,X360,Capcom  ,6.5,,0.38,0.24,0.08,0.06,0.76,2010,Shooter
Legends of Wrestling,PS2,Acclaim Entertainment  ,,,0.37,0.29,,0.1,0.76,2001,Fighting
True Crime: New York City,PS2,Activision  ,,,0.57,0.02,0.07,0.09,0.76,2005,Action
The Walking Dead: A Telltale Games Series,X360,Telltale Games  ,,,0.55,0.13,,0.07,0.76,2012,Adventure
Kane & Lynch: Dead Men,X360,Eidos Interactive  ,6.8,,0.36,0.31,0.01,0.08,0.76,2007,Shooter
Quantum Break,XOne,Microsoft Studios  ,,,0.42,0.25,0.02,0.07,0.76,2016,Action
Final Fantasy Legend III,GB,Square  ,7,,,,0.76,,0.76,1993,Role-Playing
Dark Souls II,X360,Namco Bandai Games  ,,,0.49,0.19,0.01,0.07,0.75,2015,Role-Playing
Wall-E,PS2,THQ  ,7.5,,0.21,0,,0.54,0.75,2008,Platform
Ratchet & Clank Collection,PS3,Sony Computer Entertainment  ,,,0.47,0.14,0.02,0.12,0.75,2012,Platform
Wolfenstein: The New Order,XOne,Bethesda Softworks  ,,,0.39,0.3,,0.06,0.75,2014,Shooter
LEGO City Undercover,PS4,Warner Bros. Interactive Entertainment  ,8,,0.17,0.46,0.01,0.12,0.75,2017,Platform
Genji: Days of the Blade,PS3,Sony Computer Entertainment  ,5,,0.18,0.38,0.06,0.14,0.75,2006,Action
Mega Man X5,PS,Capcom  ,,,0.3,0.21,0.2,0.05,0.75,2001,Platform
Drawn to Life: The Next Chapter,Wii,THQ  ,5.8,,0.28,0.39,,0.08,0.75,2009,Puzzle
Pro Evolution Soccer 2018,PS4,Konami Digital Entertainment  ,,,0.12,0.36,0.19,0.09,0.75,2017,Sports
We Sing,Wii,Nordic Games  ,,,,0.68,,0.08,0.75,2009,Misc
Rockstar Games presents Table Tennis,X360,Rockstar Games  ,8.1,,0.28,0.38,,0.08,0.75,2006,Sports
WWE SmackDown vs. Raw 2009,PSP,THQ  ,7.9,,0.41,0.2,,0.14,0.75,2008,Fighting
Disney Infinity 2.0: Marvel Super Heroes,PS4,Disney Interactive Studios  ,8,,0.37,0.25,,0.13,0.75,2014,Action-Adventure
Kane & Lynch: Dead Men,PS3,Eidos Interactive  ,6.8,,0.29,0.32,0.01,0.13,0.75,2007,Shooter
Deer Drive,Wii,Mastiff  ,,,0.66,0.04,,0.05,0.75,2009,Sports
Pro Evolution Soccer 2017,PS4,Konami Digital Entertainment  ,,,0.08,0.41,0.18,0.09,0.75,2016,Sports
Shark Tale,PS2,Activision  ,,,0.37,0.29,,0.1,0.75,2004,Action
San Francisco Rush: Extreme Racing,N64,Midway Games  ,,,0.63,0.11,,0.01,0.75,1997,Racing
Super Street Fighter IV,X360,Capcom  ,9.2,,0.53,0.21,0.07,0.07,0.88,2010,Fighting
Zone of the Enders,PS2,Konami  ,7.5,,0.3,0.24,0.13,0.08,0.75,2001,Simulation
Raving Rabbids: Travel in Time,Wii,Ubisoft  ,,,0.21,0.46,,0.08,0.75,2010,Adventure
Borderlands: The Pre-Sequel,X360,2K Games  ,,,0.48,0.19,0.01,0.07,0.75,2014,Misc
Rock Band 4,XOne,Harmonix Music Systems  ,,,0.62,0.05,,0.08,0.75,2015,Music
Street Fighter EX Plus Alpha,PS,Capcom  ,,,0.28,0.19,0.23,0.05,0.75,1997,Fighting
Coded Arms,PSP,Konami  ,6.1,,0.28,0.29,,0.17,0.75,2005,Shooter
FIFA 19,NS,Electronic Arts  ,5.9,,0.18,0.47,0.06,0.05,0.75,2018,Sports
Need for Speed: Shift,PSP,Electronic Arts  ,,,0.16,0.38,0.01,0.21,0.75,2009,Racing
Tony Hawk's Underground 2,XB,Activision  ,,,0.48,0.24,,0.03,0.75,2004,Sports
Madden NFL 06,PSP,EA Sports  ,7.9,,0.69,0,,0.06,0.75,2005,Sports
Skylanders: Trap Team,WiiU,Activision  ,,,0.42,0.26,,0.07,0.75,2014,Action-Adventure
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Capcom  ,7.9,,0.22,0.17,0.3,0.06,0.75,2001,Fighting
MVP 06 NCAA Baseball,PS2,EA Sports  ,,,0.62,0.02,,0.1,0.75,2006,Sports
Just Dance 2015,WiiU,Ubisoft  ,,,0.4,0.29,,0.07,0.75,2014,Music
Tom Clancy's Rainbow Six: Vegas,PSP,Ubisoft  ,5.8,,0.42,0.2,,0.13,0.75,2007,Shooter
The Lord of the Rings: Conquest,PS3,Electronic Arts  ,5.8,,0.38,0.26,,0.11,0.75,2009,Action
Spectrobes,DS,Disney Interactive Studios  ,6.2,,0.66,0.03,,0.06,0.75,2007,Role-Playing
Turok,X360,Touchstone  ,6.6,,0.46,0.2,0.01,0.07,0.75,2008,Shooter
Jump Ultimate Stars,DS,Nintendo  ,,,,,0.74,,0.74,2006,Fighting
Jampack Summer 2001,PS2,Sony Computer Entertainment  ,,,0.36,0.28,,0.1,0.74,2001,Misc
Mortal Kombat: Unchained,PSP,Midway Games  ,7,,0.67,0.01,,0.06,0.74,2006,Fighting
Burnout,PS2,Acclaim Entertainment  ,,,0.36,0.28,,0.1,0.74,2001,Racing
Deponia,PC,Daedalic Entertainment  ,,,,0.13,,0.02,0.14,2012,Adventure
Ace Combat: Assault Horizon,PS3,Namco Bandai  ,7.5,,0.3,0.16,0.22,0.07,0.74,2011,Action
The Godfather II,PS3,Electronic Arts  ,6.4,,0.41,0.21,0.01,0.1,0.74,2009,Adventure
Lords of the Fallen,PC,Namco Bandai Games  ,,,,0.03,,0,0.03,2014,Role-Playing
Sniper Elite III,PS4,505 Games  ,,,0.25,0.37,,0.12,0.74,2014,Shooter
Sega Superstars Tennis,DS,Sega  ,6.2,,0.29,0.37,,0.08,0.74,2008,Sports
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,Konami  ,,,0.42,0.16,0.15,0.01,0.74,2003,Misc
Red Faction: Guerrilla,PS3,THQ  ,8.6,,0.33,0.27,0.02,0.12,0.74,2009,Shooter
The Evil Within,PC,Bethesda Softworks  ,5.5,,0.12,0.16,,0.02,0.3,2014,Misc
Midnight Club 3: DUB Edition,XB,Rockstar Games  ,,,0.61,0.1,,0.03,0.74,2005,Racing
Super Street Fighter IV: Arcade Edition,PS3,Capcom  ,8.1,,0.15,0.05,0.17,0.02,0.38,2011,Fighting
X-Men Origins: Wolverine - Uncaged Edition,PS3,Activision  ,7,8.7,0.31,0.31,,0.12,0.74,2009,Action
Madagascar: Escape 2 Africa,DS,Activision  ,,,0.41,0.25,,0.08,0.74,2008,Action
The Lord of the Rings: The Two Towers,GBA,Electronic Arts  ,,,0.53,0.2,,0.01,0.74,2002,Action
Tiger Woods PGA Tour 2001,PS2,EA Sports  ,,,0.36,0.28,,0.09,0.74,2001,Sports
Need for Speed (2015),XOne,Electronic Arts  ,6.7,,0.35,0.33,,0.06,0.74,2015,Racing
Jet Moto 3,PS,Sony Computer Entertainment  ,,,0.41,0.28,,0.05,0.74,1999,Racing
Unreal Championship,XB,Atari  ,,,0.59,0.12,,0.03,0.74,2002,Shooter
WarioWare: Twisted!,GBA,Nintendo  ,,,0.16,0.06,0.5,0.02,0.74,2005,Puzzle
Tales of Vesperia,X360,Namco Bandai  ,8.1,9.2,0.32,0.18,0.19,0.05,0.74,2008,Role-Playing
Resonance of Fate,PS3,Sega  ,7.5,8.2,0.2,0.22,0.24,0.08,0.74,2010,Role-Playing
Sonic Forces,NS,Sega  ,5.4,,0.39,0.27,0.01,0.06,0.74,2017,Platform
Namco Museum Remix,Wii,Namco Bandai  ,,,0.68,0,,0.05,0.74,2007,Misc
The Amazing Spider-Man (2012),X360,Activision  ,6.8,,0.43,0.24,,0.07,0.74,2012,Action-Adventure
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,Namco Bandai Games  ,,,0.27,0.25,0.14,0.09,0.74,2012,Fighting
Marvel: Ultimate Alliance 2,PS3,Activision  ,7.8,,0.49,0.16,,0.09,0.74,2009,Role-Playing
Harvest Moon: Animal Parade,Wii,Natsume  ,,,0.58,0.08,0.02,0.05,0.74,2009,Simulation
Pirates of the Caribbean: At World's End,PS3,Disney Interactive Studios  ,,,0.17,0.41,,0.15,0.73,2007,Action
Tales of the Abyss,PS2,Namco  ,8,,,,0.57,,0.57,2006,Role-Playing
Tiger Woods PGA Tour 08,PS3,Electronic Arts  ,,,0.22,0.38,,0.14,0.73,2007,Sports
Brink,PS3,Bethesda Softworks  ,7.1,,0.29,0.32,0.01,0.12,0.73,2011,Shooter
Split/Second,PS3,Disney Interactive Studios  ,,,0.31,0.3,0.01,0.11,0.73,2010,Racing
FIFA: Road to World Cup 98,PS,EA Sports  ,,,0.14,0.09,0.46,0.05,0.73,1997,Sports
Crysis 2,PC,Electronic Arts  ,8.7,,0.16,0.45,,0.12,0.73,2011,Shooter
Dragon Ball Z: Ultime Menace,SNES,Bandai  ,,,,,0.73,,0.73,1994,Fighting
iCarly,DS,Activision  ,,,0.67,0.01,,0.05,0.73,2009,Adventure
Final Fantasy XIII-2,X360,Square Enix  ,7.9,,0.36,0.29,0.02,0.06,0.73,2012,Role-Playing
Classic NES Series: Donkey Kong,GBA,Nintendo  ,,,0.4,0.15,0.17,0.01,0.73,2004,Platform
The Sims 4,XOne,Electronic Arts  ,,,0.42,0.24,,0.07,0.73,2017,Simulation
My Little Pony: Pinkie Pie's Party,DS,THQ  ,,,0.67,,,0.06,0.73,2008,Adventure
MLB 10: The Show,PS3,Sony Computer Entertainment  ,8.6,,0.67,,,0.06,0.73,2010,Sports
WWE SmackDown vs. Raw 2010,Wii,THQ  ,7.8,,0.49,0.17,,0.06,0.73,2009,Fighting
Yoshi,GB,Nintendo  ,,,,,0.73,,0.73,1992,Puzzle
Mortal Kombat 4,N64,Midway Games  ,,,0.55,0.17,,0.01,0.73,1998,Fighting
Valkyrie Profile 2: Silmeria,PS2,Square Enix  ,8.4,,0.04,0.03,0.39,0.01,0.47,2006,Role-Playing
Need for Speed: Payback,XOne,Electronic Arts  ,5.9,,0.42,0.24,,0.07,0.73,2017,Racing
NHL 11,X360,EA Sports  ,8.8,,0.61,0.07,,0.05,0.73,2010,Sports
MLB 14 The Show,PS4,Sony Computer Entertainment  ,8.3,,0.59,,,0.14,0.73,2014,Sports
Oddworld: Munch's Oddysee,XB,Microsoft  ,,,0.54,0.16,,0.03,0.73,2001,Platform
Berzerk,2600,Atari  ,,,0.68,0.04,,0.01,0.73,1982,Shooter
Madden NFL 11,Wii,EA Sports  ,6.8,,0.68,,,0.05,0.73,2010,Sports
Homeworld Remastered Collection,PC,Gearbox Software  ,,,,0.01,,0,0.01,2015,Strategy
NCAA Football 07,X360,Electronic Arts  ,8,,0.67,,,0.06,0.73,2006,Sports
Full Spectrum Warrior,XB,THQ  ,,,0.54,0.16,,0.03,0.73,2004,Strategy
Star Ocean: The Last Hope International,PS3,Square Enix  ,8.1,9.5,0.28,0.15,0.22,0.07,0.73,2010,Role-Playing
Katamari Damacy,PS2,Namco  ,8.5,,0.47,0.02,0.17,0.08,0.73,2004,Puzzle
Beyblade VForce: Ultimate Blader Jam,GBA,Atari  ,,,0.52,0.19,,0.01,0.73,2003,Action
Monopoly Streets,Wii,Electronic Arts  ,,,0.23,0.42,,0.07,0.73,2010,Misc
Shaun Palmer's Pro Snowboarder,PS2,Activision  ,,,0.36,0.28,,0.09,0.73,2001,Sports
Harvest Moon DS: Island of Happiness,DS,Natsume  ,,,0.43,0.01,0.25,0.04,0.72,2008,Simulation
James Bond 007: Agent Under Fire,GC,Electronic Arts  ,7.5,,0.56,0.15,,0.02,0.72,2002,Shooter
Indiana Jones and the Staff of Kings,Wii,LucasArts  ,5.1,,0.36,0.29,,0.07,0.72,2009,Action
Star Wars Episode III: Revenge of the Sith,GBA,Ubisoft  ,,,0.52,0.19,,0.01,0.72,2005,Action
Ultimate Spider-Man,PS2,Activision  ,,,0.6,0.02,,0.1,0.72,2005,Action
Imagine: Interior Designer,DS,Ubisoft  ,,,0.34,0.31,,0.08,0.72,2008,Simulation
XCOM: Enemy Unknown,PC,2K Games  ,9,,0.28,0.37,,0.07,0.72,2012,Strategy
Monster Hunter Generations Ultimate,NS,Capcom  ,7.7,,0.27,0.14,0.27,0.04,0.72,2018,Action
WipEout Omega Collection,PS4,Sony Interactive Entertainment  ,,,0.12,0.49,,0.11,0.72,2017,Racing
Rabbids Go Home,DS,Ubisoft  ,8.8,,0.35,0.3,,0.07,0.72,2009,Platform
SD Gundam G Generation,PS,Bandai  ,,,,,0.67,0.05,0.72,1998,Strategy
Devil May Cry HD Collection,PS3,Capcom  ,,,0.42,0.2,0.11,0.11,0.84,2012,Action
Area 51,PS,Midway Games  ,,,0.4,0.27,,0.05,0.72,1996,Shooter
NBA Live 08,PS2,Electronic Arts  ,,,0.59,0.02,0.01,0.1,0.72,2007,Sports
Dead to Rights,XB,Namco  ,,,0.53,0.17,,0.03,0.72,2002,Shooter
MLB 09: The Show,PS3,Sony Computer Entertainment  ,8.9,,0.66,,,0.06,0.72,2009,Sports
Tiger Woods PGA Tour 07,PS2,EA Sports  ,7.8,,0.6,0.02,,0.1,0.72,2006,Sports
Test Drive 6,PS,Atari  ,,,0.4,0.27,,0.05,0.72,1999,Racing
Major League Baseball 2K7,X360,2K Sports  ,,,0.67,,,0.06,0.72,2007,Sports
Yakuza 2,PS2,Sega  ,7.9,,0.05,0.04,0.84,0.16,1.09,2008,Adventure
Kirby: Canvas Curse,DS,Nintendo  ,8.9,,0.36,0,0.32,0.03,0.72,2005,Platform
X-Men: Mutant Academy 2,PS,Activision  ,,,0.4,0.27,,0.05,0.72,2001,Fighting
Madden NFL 10,Wii,EA Sports  ,7.5,,0.62,0.04,,0.06,0.72,2009,Sports
Jampack Winter 2001,PS2,Sony Computer Entertainment  ,,,0.35,0.28,,0.09,0.72,2001,Misc
Kangaroo,2600,Atari  ,,,0.67,0.04,,0.01,0.72,1983,Platform
Ben 10: Protector of Earth,PSP,D3 Publisher  ,,,0.23,0.31,,0.18,0.72,2007,Action
NBA Live 09,X360,Electronic Arts  ,,,0.51,0.14,0,0.07,0.72,2008,Sports
The LEGO Movie Videogame,3DS,Warner Bros. Interactive Entertainment  ,,,0.28,0.33,0.05,0.05,0.72,2014,Action-Adventure
LEGO Dimensions,XOne,Warner Bros. Interactive Entertainment  ,,,0.47,0.18,,0.07,0.72,2015,Action
Blur,PS3,Activision  ,8.3,,0.22,0.37,0.02,0.12,0.72,2010,Racing
Super Monkey Ball Jr.,GBA,THQ  ,,,0.51,0.19,,0.01,0.72,2002,Puzzle
James Cameron's Avatar: The Game,Wii,Ubisoft  ,5.9,,0.32,0.32,,0.07,0.72,2009,Action
Battlefield: Bad Company 2,PC,Electronic Arts  ,8.8,,0.19,0.53,,,0.72,2010,Shooter
Mobile Suit Gundam: Encounters in Space,PS2,Bandai  ,,,0.05,0.04,0.61,0.01,0.72,2003,Simulation
F1 2011,X360,Codemasters  ,8.5,,0.11,0.5,0.01,0.09,0.72,2011,Racing
Mx vs. ATV Reflex,X360,THQ  ,7.4,,0.52,0.14,,0.06,0.72,2009,Racing
The Sims 2: Castaway,DS,Electronic Arts  ,,,0.62,0.04,,0.05,0.72,2007,Simulation
Deus Ex: Mankind Divided,PS4,Square Enix  ,,,0.25,0.34,0.01,0.12,0.72,2016,Role-Playing
Fear Effect,PS,Eidos Interactive  ,,,0.4,0.27,,0.05,0.72,2000,Action
The Lord of the Rings: The Two Towers,XB,Electronic Arts  ,,,0.45,0.24,,0.03,0.71,2002,Action
Madden NFL 2003,XB,EA Sports  ,,,0.67,0.02,,0.03,0.71,2002,Sports
Skate,X360,Electronic Arts  ,,,0.62,0.03,0,0.06,0.71,2007,Sports
Mortal Kombat (2011),PSV,Warner Bros. Interactive Entertainment  ,8.8,,0.42,0.15,,0.15,0.71,2012,Fighting
DiRT 3,X360,Codemasters  ,9.1,,0.23,0.4,0.01,0.07,0.71,2011,Racing
Virtua Fighter 4: Evolution,PS2,Sega  ,8.9,,0.35,0.27,,0.09,0.71,2003,Fighting
Risen 2: Dark Waters,PC,Deep Silver  ,6.6,,,0.19,,0.03,0.22,2012,Role-Playing
Resident Evil: Survivor,PS,Capcom  ,,,0.23,0.15,0.29,0.05,0.71,2000,Shooter
The Crew,XOne,Ubisoft  ,,,0.32,0.34,,0.06,0.71,2014,Racing
Astro Bot Rescue Mission,PS4,Sony Interactive Entertainment  ,8.5,,0.22,0.36,0.02,0.11,0.71,2018,Platform
Super Trucks Racing,PS2,XS Games  ,,,0.35,0.27,,0.09,0.71,2003,Racing
Godzilla: Destroy All Monsters Melee,GC,Atari  ,7.5,,0.55,0.14,,0.02,0.71,2002,Fighting
Jeremy McGrath Supercross 2000,PS,Acclaim Entertainment  ,,,0.4,0.27,,0.05,0.71,2000,Racing
Conker: Live And Reloaded,XB,Microsoft Game Studios  ,8.1,,0.49,0.2,,0.02,0.71,2005,Action-Adventure
God of War: Origins Collection,PS3,Sony Computer Entertainment  ,8.6,,0.39,0.08,0.02,0.07,0.57,2011,Action
Yu-Gi-Oh! The Falsebound Kingdom,GC,Konami  ,4.4,,0.49,0.13,0.07,0.02,0.71,2003,Strategy
The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment  ,6,,0.26,0.32,0.01,0.11,0.71,2014,Action-Adventure
Madden NFL 08,PSP,EA Sports  ,7.3,,0.6,0.04,,0.07,0.71,2007,Sports
Spyro: Enter the Dragonfly,GC,VU Games  ,5,,0.55,0.14,,0.02,0.71,2002,Platform
Scooby-Doo 2: Monsters Unleashed,GBA,THQ  ,,,0.51,0.19,,0.01,0.71,2004,Action
Power Rangers: Dino Thunder,PS2,THQ  ,,,0.35,0.27,,0.09,0.71,2004,Action
Blast Corps,N64,Nintendo  ,9.1,,0.39,0.09,0.17,0.06,0.71,1997,Action
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Square Enix  ,,,0.18,0.01,0.5,0.02,0.71,2008,Role-Playing
LEGO Racers,N64,LEGO Media  ,,,0.51,0.18,,0.01,0.71,1999,Racing
WWF Attitude,N64,Acclaim Entertainment  ,,,0.57,0.13,,0.01,0.71,1999,Fighting
Tactics Ogre: Let Us Cling Together,SNES,Quest  ,,,,,0.71,0,0.71,1995,Role-Playing
Madden NFL 09,PSP,EA Sports  ,6.9,,0.65,0,,0.06,0.71,2008,Sports
Monster Hunter 3 Ultimate,WiiU,Capcom  ,8.7,,0.24,0.2,0.22,0.04,0.71,2013,Role-Playing
"WarioWare, Inc.: Mega Party Game$",GC,Nintendo  ,,,0.2,0.05,0.44,0.02,0.71,2004,Puzzle
Valkyrie Profile,PS,Enix  ,8.1,,0.07,0.05,0.63,0.05,0.81,2000,Role-Playing
SSX,X360,EA Sports  ,,,0.38,0.26,0,0.06,0.71,2012,Sports
Battle Arena Toshinden 2,PS,Playmates  ,,,0.15,0.1,0.41,0.05,0.71,1996,Fighting
Dynasty Warriors 6,PS3,KOEI  ,,,0.18,0.07,0.41,0.04,0.71,2008,Action
LEGO Harry Potter: Years 1-4,PSP,Warner Bros. Interactive  ,7.5,,0.14,0.38,,0.19,0.71,2010,Adventure
Jeopardy!,PS,Hasbro Interactive  ,,,0.39,0.27,,0.05,0.71,1998,Misc
South Park,PS,Acclaim Entertainment  ,1.7,,0.39,0.27,,0.05,0.71,1999,Shooter
Catherine,PS3,Atlus  ,7.9,,0.3,0.15,0.2,0.06,0.71,2011,Puzzle
NCAA Football 09,X360,EA Sports  ,,,0.65,,,0.05,0.71,2008,Sports
Doom 3: Resurrection of Evil,XB,Activision  ,8.2,,0.53,0.15,,0.03,0.71,2005,Shooter
Plants vs Zombies: Garden Warfare,XOne,Electronic Arts  ,7.6,,0.39,0.25,0,0.06,0.71,2014,Shooter
LEGO Batman 2: DC Super Heroes,DS,Warner Bros. Interactive Entertainment  ,,,0.39,0.25,,0.06,0.71,2012,Action-Adventure
Resident Evil 4,PC,Ubisoft  ,8,,,0.01,,0,0.01,2007,Action
Prey (2017),PC,Bethesda Softworks  ,,,0.01,0.04,,0,0.05,2017,Shooter
Two Worlds,X360,SouthPeak Interactive  ,,,0.41,0.22,,0.07,0.7,2007,Role-Playing
Spider-Man 2,PSP,Activision  ,6.4,,0.35,0.21,,0.14,0.7,2005,Action
WWE SmackDown vs. Raw 2011,PSP,THQ  ,,,0.22,0.31,,0.17,0.7,2010,Fighting
Ace Attorney Investigations: Miles Edgeworth,DS,Capcom  ,7.7,,0.23,0.14,0.3,0.04,0.7,2010,Adventure
Tony Hawk's Underground,GC,Activision  ,9,,0.54,0.14,,0.02,0.7,2003,Sports
Two Worlds II,PC,SouthPeak Interactive  ,6.9,,0.09,0.09,,0.02,0.2,2011,Role-Playing
FIFA Soccer 11,DS,EA Sports  ,7,,0.13,0.49,,0.08,0.7,2010,Sports
Super Bomberman 3,SNES,Hudson Soft  ,,,,,0.7,0,0.7,1995,Puzzle
NCAA Football 08,X360,Electronic Arts  ,,,0.65,,,0.05,0.7,2007,Sports
Command & Conquer: Red Alert Retaliation,PS,Virgin Interactive  ,,,0.39,0.27,,0.05,0.7,1998,Strategy
Star Wars: Obi-Wan,XB,LucasArts  ,,,0.52,0.16,,0.02,0.7,2001,Action
Disney Infinity 2.0: Marvel Super Heroes,WiiU,Disney Interactive Studios  ,,,0.41,0.22,,0.06,0.7,2014,Action-Adventure
Kill.Switch,PS2,Namco  ,,,0.34,0.27,,0.09,0.7,2003,Shooter
Skylanders: Trap Team,PS3,Activision  ,,,0.28,0.3,,0.12,0.7,2014,Platform
Madden NFL 2005,GC,EA Sports  ,9.2,,0.54,0.14,,0.02,0.7,2004,Sports
F-14 Tomcat,GBA,Majesco  ,6.9,,0.5,0.19,,0.01,0.7,2001,Action
SplashDown,PS2,Atari  ,,,0.34,0.27,,0.09,0.7,2001,Racing
NCAA Football 98,PS,EA Sports  ,,,0.39,0.27,,0.05,0.7,1997,Sports
Mario & Sonic at the Rio 2016 Olympic Games,3DS,Nintendo  ,,,0.1,0.29,0.28,0.03,0.7,2016,Sports
RIFT,PC,Unknown  ,8.3,,0.47,0.16,,0.08,0.7,2011,Role-Playing
Need for Speed Rivals,XOne,Electronic Arts  ,,,0.45,0.19,,0.07,0.7,2013,Racing
Jade Empire,XB,Microsoft Game Studios  ,9,,0.48,0.19,,0.03,0.7,2005,Role-Playing
Bravely Second: End Layer,3DS,Nintendo  ,7.4,,0.22,0.11,0.2,0.03,0.56,2016,Role-Playing
de Blob,Wii,THQ  ,8.1,8,0.49,0.37,0,0.1,0.96,2008,Platform
Kameo: Elements of Power,X360,Microsoft Game Studios  ,7.7,,0.28,0.03,0,0.03,0.34,2005,Adventure
Chocobo's Dungeon 2,PS,Square EA  ,6.2,,0.04,0.03,0.58,0.05,0.7,1999,Role-Playing
Hannah Montana: The Movie,DS,Disney Interactive Studios  ,,,0.38,0.25,,0.07,0.7,2009,Adventure
NHL 12,X360,EA Sports  ,8.8,,0.55,0.1,,0.05,0.7,2011,Sports
Advance Wars,GBA,Nintendo  ,9.4,,0.5,0.19,,0.01,0.7,2001,Strategy
Marvel vs. Capcom: Infinite,PS4,Capcom  ,,,0.36,0.19,0.04,0.11,0.7,2017,Fighting
Ape Escape: On the Loose,PSP,Sony Computer Entertainment  ,6.6,,0.52,0.01,0.12,0.05,0.7,2005,Platform
NASCAR 2001,PS2,EA Sports  ,,,0.34,0.27,,0.09,0.7,2000,Racing
Wolfenstein II: The New Colossus,XOne,Bethesda Softworks  ,,,0.45,0.19,,0.07,0.7,2017,Shooter
NCAA Football 2001,PS,EA Sports  ,,,0.39,0.26,,0.05,0.7,2000,Sports
James Bond 007: Blood Stone,PS3,Activision  ,6.2,,0.18,0.37,0.02,0.12,0.7,2010,Action
MLB 08: The Show,PS3,Sony Computer Entertainment  ,,,0.64,,,0.05,0.7,2008,Sports
Transformers: Revenge of the Fallen,PS3,Activision  ,6.5,,0.28,0.3,,0.12,0.7,2009,Action
Metal Gear Solid HD Collection,X360,Konami Digital Entertainment  ,,,0.42,0.22,,0.06,0.7,2011,Action
